X_val_input_ids,y_val
https://yamaha-motor.co.id/,0
https://www.htu.io/,0
https://www.ajilon.com/,0
https://allconferencealert.net/,0
http://www.excitedirectory.com/,0
https://www.android-latino.com/,0
http://www.arcgis.com/index.html,0
http://hkwesi2.xyz,0
https://www.playmeo.com/,0
http://nbastreamhd.com,0
https://ometv.org/,0
http://hes1.ir,0
https://www.brewfitt.com/?SID=t5u0a2ki3qcfrrhcuejt7j5e94,0
https://dilemma-x.net/,0
https://www.motiondsp.com/,0
https://www.lurganmail.co.uk/,0
https://www.agenciadw.com.br/,0
https://www.markimicrowave.com/home/,0
http://stockresearchsociety.blogspot.com/,0
http://mcstore.ru,0
http://sw-rita.pl,0
http://www.srms.ac.in/,0
https://www.jazzdisco.org/,0
https://artifex.ru/,0
https://www.hwxnet.com/,0
http://www.humanresources.com/,0
http://stroynaya-zhizn.ru,0
https://kywait.blogspot.com/,0
https://www.lotstosave.com/,0
http://podvoh.net,0
https://www.dat.com/,0
http://a4y.biz,0
https://toas.fi/,0
http://quarternet.de,0
https://www.newdirectionsaromatics.ca/,0
https://www.crossstitch.pk/,0
http://helexmovement.com,0
http://www.forumptd.com/,0
https://teletiquete.com/,0
http://www.markus-oehler.it/,0
http://www.waymarking.com,0
https://www.nationalcatday.com/,0
http://timeglider.com,0
https://www.canvaschamp.com/,0
http://marzipanmom.blogspot.com/,0
https://www.tolls.eu/,0
http://sophiedebrabander.be,0
https://www.womenshealth.pl/,0
https://hartmaddox.tumblr.com/#_=_,0
http://velostok.ru,0
http://janathimessage.co.uk,0
https://www.streetfighters-switzerland.com/,0
https://re369.com/,0
http://www.aactextiles.com/en/,0
http://bettystephan.com,0
http://www.veterindustria.com/portada,0
http://rukodelnichaem.ru,0
http://k-ur.ru,0
http://pcmclks.com,0
https://troymi.gov/,0
https://humbuckersoup.com/,0
http://www.comocriar.net/,0
http://behindtheparanormal.com,0
https://www.mooieriemen.nl/,0
http://www.la-vie-nouvelle.fr/,0
