X_val_input_ids,y_val
http://0bay.cn/newzzk/zzkInfo/zid/6433,0
http://0bay.cn/newzzk/zzkInfo/zid/7324,0
http://1001novostroy.ru/rayon/kirovskiy-r-n/ot-zastrojshchika/,0
http://100buketov.com/product_369.html,0
http://100melochey.ru/13-06-2017-2.php,0
http://100ro.blogspot.com/2015/01/famous-people-painting.html,0
http://1045steel.com/steel/6640-api-5ct-c90-.html,0
http://108sale.com/%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A823344/%E0%B9%82%E0%B8%9E%E0%B8%A5%E0%B8%B5%E0%B8%AD%E0%B8%A5%E0%B8%B9%E0%B8%A1%E0%B8%B4%E0%B9%80%E0%B8%99%E0%B8%B5%E0%B8%A2%E0%B8%A1%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B9%84%E0%B8%A3%E0%B8%94%E0%B9%8CPolyaluminiumPAC.html,0
http://10maggio87.it/Precedenti/Napoli/Foggia/,0
http://11111.eskpsm.com/listdate-85597-944721-1.html,0
http://112l.provocation.us/?p=5,0
http://118file.com/tag/94496/%DA%A9%D9%81%D9%BE%D9%88%D8%B4-%D8%B3%D9%87-%D8%A8%D8%B9%D8%AF%D9%8A,0
http://11diplomov.ru/svadebnye-platya-pyshnye-so.html,0
http://12160.info/forum/topics/arkansas-house-approves-guns-at-colleges-universities,0
http://1219245.utbb1.com/index.phtml?PUT=a_show&TYPE=ALOG&AID=75127&FID=1219245,0
http://124-sunc.gdepacket.ru/porno-f%D1%96lm-ruska-shkoln%D1%96ca-vb.html,0
http://131306.258rr.com/?PUT=a_show&TYPE=A_VOTE&AID=81679&FID=131306,0
http://1337x.to/torrent/92789/Sons-Of-Tucson-S01E13-HDTV-XviD-LOL-avi/,0
http://13pasji.blogspot.com/2012/01/mixedmediowo-aamm-14_12.html,0
http://14ge.com/?p=1891,0
http://1570484.mkfha68.com/?PUT=a_show&AID=84117&FID=1570484&R2=&CHANNEL=,0
http://1576218.khyw3.com/?PUT=a_show&AID=81218&FID=1576218&R2=&CHANNEL=,0
http://1596470.ytfsa27.com/?&R2=&OP=&P=7&CHANNEL=,0
http://162-xxqu.fleur-hobby.ru/mama-i-manah-pornuha-acc.html,0
http://1687377.i375.com/?PUT=a_show&AID=80204&FID=1687377&R2=&CHANNEL=,0
http://1711072.kk9001.com/index.phtml?PUT=a_show&AID=80177&FID=1711072&R2=&CHANNEL=,0
http://1717328.utbb3.com/?PUT=a_show&AID=74366&FID=1717328&R2=&CHANNEL=,0
http://1717328.utbb3.com/?PUT=a_show&AID=81494&FID=1717328&R2=&CHANNEL=,0
http://1746021.kk9158.com/index.phtml?PUT=a_show&AID=77525&FID=1746021&R2=&CHANNEL=,0
http://1746054.i375.com/?PUT=a_show&AID=80886&FID=1746054&R2=&CHANNEL=,0
http://1747372.0401.tw/?PUT=a_show&AID=80328&FID=1747372&R2=&CHANNEL=,0
http://1747536.i322.com/?PUT=a_show&AID=83128&FID=1747536&R2=&CHANNEL=,0
http://1747606.yk272.com/index.phtml?PUT=a_show&AID=83801&FID=20697,0
http://1747606.yk272.com/index.phtml?PUT=a_show&AID=83922&FID=20697,0
http://1765681.applive88.com/?PUT=a_show&AID=81848&FID=1765681&R2=&CHANNEL=,0
http://1765759.yyappyy.com/index.phtml?PUT=a_show&AID=78351&FID=1765759&R2=&CHANNEL=,0
http://176happy.com/product-272-1.html,0
http://17hmr.net/index.php?topic=11916.msg163658,0
http://18press.com/group/Sonic-Generations-Wallpaper/,0
http://1blogan.blogspot.in/2014/10/,0
http://1hmjt.304gvb.com/,0
http://1iedhiguey.blogspot.com/2009/04/la-ciudad-de-panama-presencio-por.html,0
http://1li.neusp.loan/142060.mobi,0
http://1yfgd17132.in141.com/,0
http://2016.futebolpaulista.com.br/Competi%C3%A7%C3%B5es/Organizadas+pela+FPF/Paulista+Sub+17/2011/Classifica%C3%A7%C3%A3o,0
http://2017-election.fr/fP/24,0
http://20thcenturytoycollector.com/posts/2013/05/18/transformers-windcharger-mb/?replytocom=9586,0
http://20x.decrepit.us/?p=47,0
http://2145.shop.re.kr/bbs/board.php?bo_table=book170&wr_id=684,0
http://230911.com/,0
http://24hour-store.com/products/zappos/i-33.htm,0
http://24valve.com/manufacturers1.htm,0
http://25.rospotrebnadzor.ru/bytag2/-/asset_publisher/c7S8/content/%D0%BE-%D0%BF%D1%80%D0%BE%D1%84%D0%B8%D0%BB%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B5-%D1%8D%D0%BD%D1%82%D0%B5%D1%80%D0%BE%D0%B2%D0%B8%D1%80%D1%83%D1%81%D0%BD%D1%8B%D1%85-%D0%B8%D0%BD%D1%84%D0%B5%D0%BA%D1%86%D0%B8%D0%B8;jsessionid=1A74D3F81281981F3A418310454B2767?redirect=http%3A%2F%2F25.rospotrebnadzor.ru%2Fbytag2%3Bjsessionid%3D1A74D3F81281981F3A418310454B2767%3Fp_p_id%3D101_INSTANCE_c7S8%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-6%26p_p_col_pos%3D1%26p_p_col_count%3D2,0
http://26888go.com/sale.html,0
http://27bi4hiza.shin-gen.jp/27biyo05/,0
http://27bund.com/page-57045/,0
http://2am.jp/yshop/list/page112/%E3%82%A4%E3%83%B3%E3%83%90%E3%83%BC%E3%82%BF%E3%83%BC.html,0
http://2ch.log-for.me/read/craft/1507629785/l50,0
http://2tk.co/thai-escort-eskorte-jenter-troms,0
http://35thofmay.blogspot.com/2015/04/woeful-windsday_8.html,0
http://360gradospress.com/not/106259/en-cuerpo-y-arte/,0
http://365dishes.com/travel-dine-photos/tag/weapon/,0
http://37u.lessee.us/?p=43,0
http://3anyway.ro/statiune-din-romania-care-face-furori-printre-straini-e-mai-frumos-ca-croatia/,0
http://3ou.sirloin.us/,0
http://4089.cnutav8.com/index.phtml?PUT=a_show&AID=75689&FID=4089,0
http://4948.cnutav3.com/index.phtml?FID=4948,0
http://4club.it/policy,0
http://4mtrend.com/san-pham/ao-khoac-slogan,0
http://4pgames.net/tag/pikmin,0
http://4sdq9ewin.ok89.4pu.com/11/patient_seven.pdf,0
http://4theloveofteaching.blogspot.com/2012/02/hands-on-learning.html,0
http://512.a674.com/,0
http://5240.cnutav3.com/index.phtml?PUT=a_show&AID=83090&FID=5240,0
http://5346.cnutav9.com/index.phtml?PUT=up_edit&FID=5346,0
http://55ftv.mir3sf.top/,0
http://5622.cnutav3.com/index.phtml?PUT=a_show&AID=75637&FID=5622,0
http://56primariainfantes.wikispaces.com/page/messages/5%C3%82%C2%BA+CURSO+AGENDA?responseToken=0109b257d83862fac539b95c9c12e2c36,0
http://578.176hi.info/index.phtml?PUT=a_show&AID=83682&FID=359461&R2=&CHANNEL=,0
http://597.dopa.com/?noscript=1&acc=0D6A16DB-693A-44CE-B7C6-58C6F175A177&dm=proxy4biz.com,0
http://5978.cnutav1.com/index.phtml?PUT=a_show&AID=82529&FID=5978,0
http://5erojcml.blogspot.com/2010/04/lady-gaga-junior.html,0
http://6.nex.z8.ru/partners/index2.php?IBLOCK_ID=34&SECTION_ID=254&ELEMENT_ID=1555,0
http://6023.cnutav9.com/index.phtml?PUT=a_show&AID=61199&FID=6023,0
http://6101.cnutav3.com/index.phtml?PUT=mailbox&FID=6101,0
http://6483.unknownsecret.info/mp3/Ocean+Wave/,0
http://6819.cnutav1.com/index.phtml?PUT=a_show&AID=59781&FID=6819,0
http://7-jo.com/forumdisplay.php?s=fadcaa3676f5ce10514972419d507f16&f=210,0
http://700ok.ru/catalog/sotovye_telefony_i_smartfony/sotovyy_telefon_philips_x1510_dark_blue/,0
http://713294.258h.com/index.phtml?CHANNEL=R52&FID=713294,0
http://714925.pubmeimei.com/?PUT=a_show&AID=64432&FID=714925&R2=&CHANNEL=,0
http://720-hqatp.x18metal.info/porno-treker-kz-155.html,0
http://723594.258h.com/?PUT=a_show&AID=82153&FID=723594&R2=&CHANNEL=,0
http://7241.cnutav3.com/index.phtml?PUT=a_show&AID=79271&FID=7241,0
http://72aref.ir/?p=481833,0
http://72new.ru/kvartira-ot-zastrojshhika/zhk-akvarel/kvartira-3419-m2-zhk-akvarel-27291,0
http://747wan.com/,0
http://7788ba.com/html/article/index83972.html,0
http://84000.org/tipitaka/atthapali/read_th.php?B=16&A=7805,0
http://854-adul.sexboomxxx.info/wp-page4.html,0
http://8xv8.com/watch-xxx-video-98240,0
http://9116.teacup.com/k11260421a/bbs,0
http://97ui.com/pm/144.html,0
http://9899.unknownsecret.info/mp3/Copeland+%26+Gast/,0
http://a-mother-from-gaza.blogspot.com/2005/07/crushed-citizen.html,0
http://a.hatena.ne.jp/map?http://2style.jp/rmania/m_top.html,0
http://a145.xxbj4.com/?PUT=a_show&AID=83066&FID=1477245&R2=&CHANNEL=,0
http://a19.20vnsr.cn/,0
http://a212.xxbj4.com/?PUT=up_trade&FID=1477312,0
http://a443.av1f.info/index.phtml?PUT=SHOW&AID=82645&FID=60435094&R2=&CHANNEL=,0
http://a529.mv6699.com/?PUT=a_show&AID=80170&FID=1656284&R2=&CHANNEL=,0
http://a653.av2f.info/index.phtml?&R2=&OP=&P=32&CHANNEL=,0
http://a670.rc0401.com/?PUT=a_show&AID=79681&FID=1585466&R2=&CHANNEL=,0
http://a84.yg566.com/?PUT=a_show&AID=76600&FID=650756&R2=&CHANNEL=,0
http://a912.nknk33.com/index.phtml?CHANNEL=R52&FID=1518766,0
http://aandreu.com/tag/setembre,0
http://aast.us/decorer-un-mur-de-salon.html,0
http://abanica-azafatas.com/azafatas.aspx?id=5,0
http://abook.jugem.jp/?page=747,0
http://aboutarianne.es/product/coral-grey/,0
http://abovegroundwaterpools.biz/tag/trevi/,0
http://aburgess.russellrealty.com/areas/East_Liverpool,0
http://academic-gmp.eu/3d-porn/porno-con-animales-xxx.php,0
http://academic.naver.com/article.naver?doc_id=18530318,0
http://academic.naver.com/article.naver?doc_id=34680848,0
http://academic.naver.com/article.naver?doc_id=34690649,0
http://accesscontrolturnstilegate.sell.gimpguru.org/pz62eb731-access-control-system-optical-barrier-turnstiles-35-40-persons-min-transit-speed.html,0
http://acorn.nationalinterest.in/category/public-policy/page/2/,0
http://acronyms.thefreedictionary.com/JPLRC,0
http://actl.forumgratuit.org/t719-lettre-de-guinee-avec-cachets-de-cire,0
http://actnowtheatre.org.au/elizabeth-hay/,0
http://actors44.com/image-1_Mary-Elizabeth-Mastrantonio_actress_0.html,0
http://actualidadhispana.blogspot.com/2010/08/got-milk-desafia-los-adolescentes.html,0
http://adaptiveclothingshowroom.com/womens-adaptive-clothing/?_bc_fsnf=1&Size+%5B%5D=2X&Size+%5B%5D=5X,0
http://adaptiveclothingshowroom.com/womens-regular-clothing/?_bc_fsnf=1&Size+%5B%5D=2X&Size+%5B%5D=5X,0
http://adconce.org/clube-de-vantagens/,0
http://addiction.4umer.com/t1470-application-for-l2citadel,0
http://addictiontreatmentcenter.center4economicsecurity.org/addiction-treatment-center-in-finksburg-md-21048.html,0
http://addressmap.com.ua/streets/kharkovskaya/kharkov/bespalovskiy-pereulok,0
http://adecor-shop.ru/oboi/nina-campbell/birdcage-walk/ncw3770-03,0
http://adelantobanezano.com/?p=54661,0
http://adisneysite.b1.jcink.com/index.php?s=132f3b7c0d189e3ec2f37ec46d7c4d49&c=5,0
http://admirizijada.skyrock.com/2.html,0
http://adoromacarons.blogspot.com/2011/04/click.html,0
http://adoromacarons.blogspot.com/2011/05/chef-patissier.html,0
http://adrianfranks.com/shes-gotta-have-it-social-media-campaign,0
http://adultsiteranking.com/fhg/fhg.asp?f_idx=1384,0
http://advanced-resolution.com/a/anli/,0
http://advancedstyle.blogspot.com/2012/06/advanced-style-glasgow.html?showComment=1339518701756,0
http://aenhancers.com/viewforum.php?f=2&sid=80ead249218624fdbc83be1d362ebfef,0
http://aeroairpark.com/directions/,0
http://aes.wcs.k12.va.us/content/fourth-grade,0
http://affiliatenetworks.gdn/?difs_page=6,0
